outcome,photo_quality,item,retail_price,vacuum,towel_hook,age,gender,marital,employment
15,1,weight_scale_1,25,120,5,3,5,2,1
10,1,weight_scale_1,25,75,2,3,6,1,1
15,1,weight_scale_1,25,50,1,3,6,1,1
20,1,weight_scale_1,25,50,3,3,6,1,1
,1,weight_scale_1,25,125,3,3,6,1,1
,1,weight_scale_1,25,50,2,5,6,1,1
,1,weight_scale_1,25,50,1,2,5,1,1
,1,weight_scale_1,25,80,1,3,5,1,4
15,1,weight_scale_1,25,110,4,2,6,1,1
,1,weight_scale_1,25,100,4,2,6,1,1
,1,weight_scale_1,25,85,4,3,6,2,1
,1,weight_scale_1,25,100,5,2,6,1,1
25,1,weight_scale_1,25,100,9,3,6,1,1
10,1,weight_scale_1,25,80,1,3,5,2,1
,1,weight_scale_1,25,50,0,2,5,1,1
,1,weight_scale_1,25,100,5,2,6,1,1
,1,weight_scale_1,25,60,3,2,6,1,3
,1,weight_scale_1,25,100,5,2,6,1,1
,1,weight_scale_1,25,145,4,2,6,1,1
,1,weight_scale_1,25,30,2,2,6,1,1
,1,weight_scale_1,25,90,3,2,6,1,1
10,1,weight_scale_1,25,100,2,3,5,1,1
10,1,weight_scale_1,25,60,1,2,6,1,1
,1,weight_scale_1,25,40,3,4,5,2,1
,1,weight_scale_1,25,75,2,3,5,1,1
25,1,weight_scale_1,25,60,9,3,5,1,1
,1,weight_scale_1,25,5,1,3,5,1,1
10,1,weight_scale_1,25,100,5,2,6,1,1
15,1,weight_scale_1,25,100,3,2,6,1,3
10,1,weight_scale_1,25,25,3,2,6,1,1
,1,weight_scale_1,25,75,4,3,6,1,1
20,1,weight_scale_1,25,80,5,3,6,2,1
,1,weight_scale_1,25,100,1,3,6,2,1
,1,weight_scale_1,25,25,2,3,6,1,3
,1,weight_scale_1,25,150,5,3,6,1,1
15,1,weight_scale_1,25,135,5,3,6,2,1
15,1,weight_scale_1,25,100,2,3,6,1,1
,1,weight_scale_1,25,80,3,3,6,1,3
,1,weight_scale_1,25,50,2,3,6,1,1
,1,weight_scale_1,25,20,0,3,5,1,1
20,1,weight_scale_1,25,120,5,3,6,1,1
2,1,weight_scale_1,25,20,1,3,6,1,1
8,1,weight_scale_1,25,50,2,3,5,1,1
7,1,weight_scale_1,25,75,2,3,6,1,1
,1,weight_scale_1,25,80,2,3,5,1,1
,1,weight_scale_1,25,100,7,3,6,1,4
,1,weight_scale_1,25,35,0,3,6,1,1
15,1,weight_scale_1,25,50,4,3,6,1,2
15,1,weight_scale_1,25,120,5,3,6,1,1
12,1,weight_scale_1,25,120,2,2,6,1,2
,1,weight_scale_1,25,80,4,2,6,1,4
,1,weight_scale_1,25,100,5,3,5,1,1
15,1,weight_scale_1,25,100,0,2,6,1,1
,1,weight_scale_1,25,120,2,3,5,1,1
,1,weight_scale_1,25,80,3,2,6,1,1
,1,weight_scale_1,25,55,3,3,6,2,4
,1,weight_scale_1,25,125,5,3,5,2,1
10,1,weight_scale_1,25,50,1,3,5,2,1
,1,weight_scale_1,25,110,5,3,5,1,1
,1,weight_scale_1,25,90,9,3,6,1,1
10,1,weight_scale_1,25,60,1,3,6,1,1
15,1,weight_scale_1,25,80,3,3,6,1,1
10,1,weight_scale_1,25,75,1,3,5,1,1
,1,weight_scale_1,25,50,1,3,6,1,1
10,1,weight_scale_1,25,40,0,2,6,1,1
,1,weight_scale_1,25,100,1,3,6,1,3
10,1,weight_scale_1,25,75,1,3,5,1,1
,1,weight_scale_1,25,80,0,3,5,2,1
,1,weight_scale_1,25,80,5,3,6,1,1
5,1,weight_scale_1,25,50,1,3,6,1,1
,1,weight_scale_1,25,75,2,3,5,1,1
5,1,weight_scale_1,25,40,1,3,6,1,1
,1,weight_scale_1,25,75,3,3,6,1,1
,1,weight_scale_1,25,50,3,2,5,1,4
,1,weight_scale_1,25,125,5,2,6,1,1
,1,weight_scale_1,25,70,2,3,6,1,1
20,1,weight_scale_1,25,100,0,6,5,2,1
10,1,weight_scale_1,25,65,3,4,6,2,1
,1,weight_scale_1,25,50,2,3,6,1,1
10,1,weight_scale_1,25,50,2,3,5,2,1
10,1,weight_scale_1,25,95,1,3,5,2,1
20,1,weight_scale_1,25,80,3,3,6,1,1
,1,weight_scale_1,25,40,2,2,5,1,4
15,1,weight_scale_1,25,75,2,3,5,1,1
20,1,weight_scale_1,25,150,2,3,6,1,1
,1,weight_scale_1,25,45,4,2,6,1,1
,1,weight_scale_1,25,40,1,3,5,2,1
,1,weight_scale_1,25,40,1,5,5,2,1
,1,weight_scale_1,25,45,4,3,6,2,1
,1,weight_scale_1,25,80,2,6,6,1,1
10,1,weight_scale_1,25,75,2,3,6,1,1
15,1,weight_scale_1,25,90,5,3,6,1,1
5,1,weight_scale_1,25,120,1,3,6,1,1
15,1,weight_scale_1,25,100,3,3,5,1,1
,1,weight_scale_1,25,50,4,3,6,1,1
,1,weight_scale_1,25,50,3,3,6,2,1
,1,weight_scale_1,25,50,5,3,6,1,1
,1,weight_scale_1,25,100,3,3,5,2,1
20,1,weight_scale_1,25,100,5,2,5,1,1
20,1,weight_scale_1,25,140,5,2,5,1,1
10,1,weight_scale_1,25,30,4,3,6,1,1
,1,weight_scale_1,25,80,1,3,6,1,1
,1,weight_scale_1,25,20,3,6,5,2,1
,1,weight_scale_1,25,50,3,6,6,2,3
20,1,weight_scale_1,25,125,5,3,5,2,2
20,1,weight_scale_1,25,120,5,3,5,1,1
10,1,weight_scale_1,25,75,2,5,6,2,3
,1,weight_scale_1,25,100,2,3,6,1,1
,1,weight_scale_1,25,50,3,6,5,1,5
,1,weight_scale_1,25,80,3,4,5,2,1
,1,weight_scale_1,25,70,5,3,6,1,1
,1,weight_scale_1,25,125,3,3,6,1,1
15,1,weight_scale_1,25,100,3,3,6,1,1
,1,weight_scale_1,25,85,5,3,5,2,1
,1,weight_scale_1,25,100,5,3,5,1,1
,1,weight_scale_1,25,97,4,3,5,1,1
,1,weight_scale_1,25,50,1,2,5,1,1
15,1,weight_scale_1,25,150,0,3,5,1,1
10,1,weight_scale_1,25,50,4,3,5,1,1
10,1,weight_scale_1,25,60,0,3,5,1,1
20,1,weight_scale_1,25,50,3,3,6,1,1
,1,weight_scale_1,25,125,5,3,6,1,3
15,1,weight_scale_1,25,50,1,3,5,2,1
,1,weight_scale_1,25,65,1,4,5,1,1
20,1,weight_scale_1,25,50,3,3,6,1,1
,1,weight_scale_1,25,50,0,3,5,2,1
,1,weight_scale_1,25,50,1,4,6,2,1
,1,weight_scale_1,25,100,5,2,5,1,1
,1,weight_scale_1,25,75,2,2,6,1,3
,1,weight_scale_1,25,130,2,2,6,1,1
20,1,weight_scale_1,25,150,5,3,5,1,1
15,1,weight_scale_1,25,50,1,5,6,2,1
10,1,weight_scale_1,25,50,1,3,5,1,1
,1,weight_scale_1,25,85,4,3,6,1,1
14,1,weight_scale_1,25,120,4,2,9,1,4
10,1,weight_scale_1,25,40,3,3,5,2,1
,1,weight_scale_1,25,100,5,7,5,2,1
10,1,weight_scale_1,25,100,1,4,5,1,1
,1,weight_scale_1,25,50,5,3,5,3,1
10,1,weight_scale_1,25,100,3,3,5,2,1
15,1,weight_scale_1,25,150,5,3,6,1,1
,1,weight_scale_1,25,100,2,3,5,1,1
15,1,weight_scale_1,25,100,4,3,5,1,1
,1,weight_scale_1,25,100,5,3,6,1,1
,1,weight_scale_1,25,130,5,3,6,2,1
20,1,weight_scale_1,25,140,4,3,6,1,1
7,1,weight_scale_1,25,75,2,3,6,1,4
10,1,weight_scale_1,25,70,1,3,6,1,1
,1,weight_scale_1,25,65,5,3,6,2,2
,1,weight_scale_1,25,100,0,3,6,1,1
,1,weight_scale_1,25,40,2,2,6,1,1
,1,weight_scale_1,25,120,8,2,6,1,1
,1,weight_scale_1,25,80,1,3,5,1,1
10,1,weight_scale_1,25,80,2,3,6,1,1
,1,weight_scale_1,25,100,5,3,5,1,1
15,1,weight_scale_1,25,100,4,2,5,1,1
,1,weight_scale_1,25,50,3,3,6,1,4
8,1,weight_scale_1,25,50,2,3,6,1,1
,1,weight_scale_1,25,40,4,3,6,1,1
10,1,weight_scale_1,25,60,2,3,6,2,1
12,1,weight_scale_1,25,48,1,3,6,2,1
,1,weight_scale_1,25,25,1,3,6,1,1
1,1,weight_scale_1,25,26,1,4,5,2,1
,1,weight_scale_1,25,120,5,3,5,1,1
,1,weight_scale_1,25,50,2,3,5,1,1
,1,weight_scale_1,25,70,1,5,5,2,1
,1,weight_scale_1,25,90,2,2,6,1,1
,1,weight_scale_1,25,30,2,3,6,1,2
,0,laptop_stand_0,29,140,5,2,5,1,1
,0,laptop_stand_0,29,50,1,3,6,2,1
15,0,laptop_stand_0,29,100,2,3,5,2,2
,0,laptop_stand_0,29,100,5,3,5,2,1
,0,laptop_stand_0,29,40,2,3,5,2,1
10,0,laptop_stand_0,29,50,0,3,5,2,1
5,0,laptop_stand_0,29,30,1,3,6,2,1
,0,laptop_stand_0,29,60,1,2,5,1,1
,0,laptop_stand_0,29,30,1,3,6,1,1
,0,laptop_stand_0,29,150,1,3,5,1,1
20,0,laptop_stand_0,29,100,3,3,6,1,1
,0,laptop_stand_0,29,40,3,3,6,2,1
15,0,laptop_stand_0,29,130,3,3,6,2,1
,0,laptop_stand_0,29,30,1,3,5,1,1
,0,laptop_stand_0,29,110,3,3,5,1,1
10,0,laptop_stand_0,29,90,2,1,5,1,2
10,0,laptop_stand_0,29,50,5,1,5,1,2
,0,laptop_stand_0,29,45,1,3,6,1,1
,0,laptop_stand_0,29,125,5,3,6,1,1
1,0,laptop_stand_0,29,20,2,3,5,1,1
,0,laptop_stand_0,29,100,3,3,5,1,1
,0,laptop_stand_0,29,75,1,3,5,1,1
20,0,laptop_stand_0,29,50,5,3,5,2,1
25,0,laptop_stand_0,29,100,9,3,5,1,1
,0,laptop_stand_0,29,30,1,4,6,1,1
,0,laptop_stand_0,29,75,3,3,6,1,2
,0,laptop_stand_0,29,100,3,3,6,1,1
15,0,laptop_stand_0,29,125,2,3,5,1,1
,0,laptop_stand_0,29,40,1,3,6,1,1
20,0,laptop_stand_0,29,125,1,3,5,1,1
,0,laptop_stand_0,29,40,0,3,6,1,1
,0,laptop_stand_0,29,150,4,3,6,1,1
,0,laptop_stand_0,29,100,2,3,5,1,1
,0,laptop_stand_0,29,80,5,3,5,1,1
,0,laptop_stand_0,29,125,5,3,6,1,1
,0,laptop_stand_0,29,150,4,3,6,1,1
4,0,laptop_stand_0,29,50,1,3,5,2,1
20,0,laptop_stand_0,29,100,3,3,6,1,1
10,0,laptop_stand_0,29,70,2,3,6,1,4
,0,laptop_stand_0,29,50,3,3,5,1,1
5,0,laptop_stand_0,29,10,0,3,5,1,1
10,0,laptop_stand_0,29,120,0,3,5,1,1
,0,laptop_stand_0,29,80,2,3,6,1,1
15,0,laptop_stand_0,29,60,2,3,6,1,1
,0,laptop_stand_0,29,50,1,3,6,1,1
,0,laptop_stand_0,29,70,3,3,6,2,1
5,0,laptop_stand_0,29,50,1,4,6,2,1
15,0,laptop_stand_0,29,50,1,3,6,1,1
,0,laptop_stand_0,29,50,3,2,6,1,1
,0,laptop_stand_0,29,140,4,3,6,1,1
10,0,laptop_stand_0,29,90,5,3,5,1,1
15,0,laptop_stand_0,29,90,2,3,6,1,1
,0,laptop_stand_0,29,120,2,3,6,2,4
,0,laptop_stand_0,29,50,2,3,6,1,1
,0,laptop_stand_0,29,50,2,3,6,1,1
,0,laptop_stand_0,29,120,3,6,5,2,1
15,0,laptop_stand_0,29,100,5,6,6,2,1
,0,laptop_stand_0,29,60,1,5,5,2,1
,0,laptop_stand_0,29,100,4,3,6,2,1
25,0,laptop_stand_0,29,125,3,3,5,1,1
,0,laptop_stand_0,29,80,3,3,6,2,1
10,0,laptop_stand_0,29,30,2,3,6,1,4
,0,laptop_stand_0,29,80,2,3,5,2,1
,0,laptop_stand_0,29,125,1,3,5,2,1
,0,laptop_stand_0,29,75,3,3,6,2,3
15,0,laptop_stand_0,29,45,2,3,6,2,5
12,0,laptop_stand_0,29,35,1,3,6,1,2
10,0,laptop_stand_0,29,70,2,3,6,1,1
20,0,laptop_stand_0,29,75,3,3,6,1,1
15,0,laptop_stand_0,29,50,2,3,6,3,5
,0,laptop_stand_0,29,100,3,2,5,1,1
10,0,laptop_stand_0,29,90,2,3,6,1,4
10,0,laptop_stand_0,29,100,5,3,5,1,1
,0,laptop_stand_0,29,120,5,3,5,1,1
,0,laptop_stand_0,29,50,5,3,6,1,1
20,0,laptop_stand_0,29,100,5,3,6,2,1
15,0,laptop_stand_0,29,30,2,6,6,1,1
,0,laptop_stand_0,29,95,1,5,5,2,1
,0,laptop_stand_0,29,35,3,3,6,2,4
15,0,laptop_stand_0,29,120,5,3,5,2,1
,0,laptop_stand_0,29,75,2,3,6,1,1
,0,laptop_stand_0,29,50,1,3,6,1,1
,0,laptop_stand_0,29,50,3,3,6,1,1
,0,laptop_stand_0,29,125,3,3,6,1,1
,0,laptop_stand_0,29,50,2,5,6,1,1
10,0,laptop_stand_0,29,50,1,2,5,1,1
5,0,laptop_stand_0,29,80,1,3,5,1,4
15,0,laptop_stand_0,29,110,4,2,6,1,1
,0,laptop_stand_0,29,100,4,2,6,1,1
15,0,laptop_stand_0,29,85,4,3,6,2,1
10,0,laptop_stand_0,29,100,5,2,6,1,1
,0,laptop_stand_0,29,100,9,3,6,1,1
10,0,laptop_stand_0,29,80,1,3,5,2,1
29,0,laptop_stand_0,29,50,0,2,5,1,1
10,0,laptop_stand_0,29,100,5,2,6,1,1
,0,laptop_stand_0,29,60,3,2,6,1,3
,0,laptop_stand_0,29,100,5,2,6,1,1
,0,laptop_stand_0,29,145,4,2,6,1,1
,0,laptop_stand_0,29,30,2,2,6,1,1
20,0,laptop_stand_0,29,90,3,2,6,1,1
,0,laptop_stand_0,29,100,2,3,5,1,1
15,0,laptop_stand_0,29,60,1,2,6,1,1
10,0,laptop_stand_0,29,40,3,4,5,2,1
,0,laptop_stand_0,29,75,2,3,5,1,1
,0,laptop_stand_0,29,60,9,3,5,1,1
10,0,laptop_stand_0,29,5,1,3,5,1,1
,0,laptop_stand_0,29,100,5,2,6,1,1
15,0,laptop_stand_0,29,100,3,2,6,1,3
,0,laptop_stand_0,29,25,3,2,6,1,1
,0,laptop_stand_0,29,75,4,3,6,1,1
,0,laptop_stand_0,29,80,5,3,6,2,1
,0,laptop_stand_0,29,100,1,3,6,2,1
5,0,laptop_stand_0,29,25,2,3,6,1,3
25,0,laptop_stand_0,29,150,5,3,6,1,1
20,0,laptop_stand_0,29,135,5,3,6,2,1
,0,laptop_stand_0,29,100,2,3,6,1,1
10,0,laptop_stand_0,29,80,3,3,6,1,3
10,0,laptop_stand_0,29,50,2,3,6,1,1
4,0,laptop_stand_0,29,20,0,3,5,1,1
25,0,laptop_stand_0,29,120,5,3,6,1,1
0,0,laptop_stand_0,29,20,1,3,6,1,1
10,0,laptop_stand_0,29,50,2,3,5,1,1
,0,laptop_stand_0,29,75,2,3,6,1,1
10,0,laptop_stand_0,29,80,2,3,5,1,1
,0,laptop_stand_0,29,100,7,3,6,1,4
,0,laptop_stand_0,29,35,0,3,6,1,1
15,0,laptop_stand_0,29,50,4,3,6,1,2
20,0,laptop_stand_0,29,120,5,3,6,1,1
,0,laptop_stand_0,29,120,2,2,6,1,2
10,0,laptop_stand_0,29,80,4,2,6,1,4
15,0,laptop_stand_0,29,100,5,3,5,1,1
14,0,laptop_stand_0,29,100,0,2,6,1,1
,0,laptop_stand_0,29,120,2,3,5,1,1
,0,laptop_stand_0,29,80,3,2,6,1,1
15,0,laptop_stand_0,29,55,3,3,6,2,4
,0,laptop_stand_0,29,125,5,3,5,2,1
15,0,laptop_stand_0,29,50,1,3,5,2,1
,0,laptop_stand_0,29,110,5,3,5,1,1
20,0,laptop_stand_0,29,90,9,3,6,1,1
10,0,laptop_stand_0,29,60,1,3,6,1,1
,0,laptop_stand_0,29,80,3,3,6,1,1
10,0,laptop_stand_0,29,75,1,3,5,1,1
,0,laptop_stand_0,29,50,1,3,6,1,1
,0,laptop_stand_0,29,40,0,2,6,1,1
10,0,laptop_stand_0,29,100,1,3,6,1,3
15,0,laptop_stand_0,29,75,1,3,5,1,1
,0,laptop_stand_0,29,80,0,3,5,2,1
10,0,laptop_stand_0,29,80,5,3,6,1,1
,0,laptop_stand_0,29,50,1,3,6,1,1
10,0,laptop_stand_0,29,75,2,3,5,1,1
,0,laptop_stand_0,29,40,1,3,6,1,1
,0,laptop_stand_0,29,75,3,3,6,1,1
,0,laptop_stand_0,29,50,3,2,5,1,4
,0,laptop_stand_0,29,125,5,2,6,1,1
15,0,laptop_stand_0,29,70,2,3,6,1,1
,0,laptop_stand_0,29,100,0,6,5,2,1
,0,laptop_stand_0,29,65,3,4,6,2,1
,0,laptop_stand_0,29,50,2,3,6,1,1
10,0,laptop_stand_0,29,50,2,3,5,2,1
,0,laptop_stand_0,29,95,1,3,5,2,1
,0,laptop_stand_0,29,80,3,3,6,1,1
,0,laptop_stand_0,29,40,2,2,5,1,4
,0,laptop_stand_0,29,75,2,3,5,1,1
,0,laptop_stand_0,29,150,2,3,6,1,1
,0,laptop_stand_0,29,45,4,2,6,1,1
,0,laptop_stand_0,29,40,1,3,5,2,1
5,0,laptop_stand_0,29,40,1,5,5,2,1
,0,laptop_stand_0,29,45,4,3,6,2,1
,0,laptop_stand_0,29,80,2,6,6,1,1
,0,laptop_stand_0,29,75,2,3,6,1,1
15,0,laptop_stand_0,29,90,5,3,6,1,1
15,0,laptop_stand_0,29,120,1,3,6,1,1
,0,laptop_stand_0,29,100,3,3,5,1,1
,0,laptop_stand_0,29,50,4,3,6,1,1
10,0,laptop_stand_0,29,50,3,3,6,2,1
,0,laptop_stand_0,29,50,5,3,6,1,1
,0,laptop_stand_0,29,100,3,3,5,2,1
19,0,laptop_stand_0,29,100,5,2,5,1,1
15,0,laptop_stand_0,29,140,5,2,5,1,1
20,0,laptop_stand_0,29,30,4,3,6,1,1
,0,laptop_stand_0,29,80,1,3,6,1,1
15,0,laptop_stand_0,29,20,3,6,5,2,1
15,0,laptop_stand_0,29,50,3,6,6,2,3
15,0,laptop_stand_0,29,125,5,3,5,2,2
,0,laptop_stand_0,29,120,5,3,5,1,1
10,0,laptop_stand_0,29,75,2,5,6,2,3
15,0,laptop_stand_0,29,100,2,3,6,1,1
,0,laptop_stand_0,29,50,3,6,5,1,5
18,0,laptop_stand_0,29,80,3,4,5,2,1
,0,laptop_stand_0,29,70,5,3,6,1,1
,0,laptop_stand_0,29,125,3,3,6,1,1
15,0,laptop_stand_0,29,100,3,3,6,1,1
,0,laptop_stand_0,29,85,5,3,5,2,1
,0,laptop_stand_0,29,100,5,3,5,1,1
,0,laptop_stand_0,29,97,4,3,5,1,1
,0,laptop_stand_0,29,50,1,2,5,1,1
,0,laptop_stand_0,29,150,0,3,5,1,1
,0,laptop_stand_0,29,50,4,3,5,1,1
,0,laptop_stand_0,29,60,0,3,5,1,1
5,0,laptop_stand_0,29,50,3,3,6,1,1
,0,laptop_stand_0,29,125,5,3,6,1,3
5,0,laptop_stand_0,29,50,1,3,5,2,1
,0,laptop_stand_0,29,65,1,4,5,1,1
5,0,laptop_stand_0,29,50,3,3,6,1,1
,0,laptop_stand_0,29,50,0,3,5,2,1
5,0,laptop_stand_0,29,50,1,4,6,2,1
15,0,laptop_stand_0,29,100,5,2,5,1,1
,0,laptop_stand_0,29,75,2,2,6,1,3
,0,laptop_stand_0,29,130,2,2,6,1,1
18,0,laptop_stand_0,29,150,5,3,5,1,1
5,0,laptop_stand_0,29,50,1,5,6,2,1
10,0,laptop_stand_0,29,50,1,3,5,1,1
,0,laptop_stand_0,29,85,4,3,6,1,1
,0,laptop_stand_0,29,120,4,2,9,1,4
5,0,laptop_stand_0,29,40,3,3,5,2,1
,0,laptop_stand_0,29,100,5,7,5,2,1
,0,laptop_stand_0,29,100,1,4,5,1,1
,0,laptop_stand_0,29,50,5,3,5,3,1
10,0,laptop_stand_0,29,100,3,3,5,2,1
,0,laptop_stand_0,29,150,5,3,6,1,1
15,0,laptop_stand_0,29,100,2,3,5,1,1
,0,laptop_stand_0,29,100,4,3,5,1,1
20,0,laptop_stand_0,29,100,5,3,6,1,1
,0,laptop_stand_0,29,130,5,3,6,2,1
,0,laptop_stand_0,29,140,4,3,6,1,1
,0,laptop_stand_0,29,75,2,3,6,1,4
10,0,laptop_stand_0,29,70,1,3,6,1,1
5,0,laptop_stand_0,29,65,5,3,6,2,2
,0,laptop_stand_0,29,100,0,3,6,1,1
,0,laptop_stand_0,29,40,2,2,6,1,1
,0,laptop_stand_0,29,120,8,2,6,1,1
15,0,laptop_stand_0,29,80,1,3,5,1,1
,0,laptop_stand_0,29,80,2,3,6,1,1
,0,laptop_stand_0,29,100,5,3,5,1,1
12,0,laptop_stand_0,29,100,4,2,5,1,1
12,0,laptop_stand_0,29,50,3,3,6,1,4
15,0,laptop_stand_0,29,50,2,3,6,1,1
10,0,laptop_stand_0,29,40,4,3,6,1,1
,0,laptop_stand_0,29,60,2,3,6,2,1
,0,laptop_stand_0,29,48,1,3,6,2,1
,0,laptop_stand_0,29,25,1,3,6,1,1
,0,laptop_stand_0,29,26,1,4,5,2,1
15,0,laptop_stand_0,29,120,5,3,5,1,1
15,0,laptop_stand_0,29,50,2,3,5,1,1
,0,laptop_stand_0,29,70,1,5,5,2,1
15,0,laptop_stand_0,29,90,2,2,6,1,1
,0,laptop_stand_0,29,30,2,3,6,1,2
20,1,laptop_stand_1,29,140,5,2,5,1,1
5,1,laptop_stand_1,29,50,1,3,6,2,1
,1,laptop_stand_1,29,100,2,3,5,2,2
20,1,laptop_stand_1,29,100,5,3,5,2,1
15,1,laptop_stand_1,29,40,2,3,5,2,1
,1,laptop_stand_1,29,50,0,3,5,2,1
,1,laptop_stand_1,29,30,1,3,6,2,1
20,1,laptop_stand_1,29,60,1,2,5,1,1
5,1,laptop_stand_1,29,30,1,3,6,1,1
15,1,laptop_stand_1,29,150,1,3,5,1,1
,1,laptop_stand_1,29,100,3,3,6,1,1
5,1,laptop_stand_1,29,40,3,3,6,2,1
,1,laptop_stand_1,29,130,3,3,6,2,1
10,1,laptop_stand_1,29,30,1,3,5,1,1
20,1,laptop_stand_1,29,110,3,3,5,1,1
,1,laptop_stand_1,29,90,2,1,5,1,2
,1,laptop_stand_1,29,50,5,1,5,1,2
10,1,laptop_stand_1,29,45,1,3,6,1,1
15,1,laptop_stand_1,29,125,5,3,6,1,1
,1,laptop_stand_1,29,20,2,3,5,1,1
25,1,laptop_stand_1,29,100,3,3,5,1,1
10,1,laptop_stand_1,29,75,1,3,5,1,1
,1,laptop_stand_1,29,50,5,3,5,2,1
,1,laptop_stand_1,29,100,9,3,5,1,1
5,1,laptop_stand_1,29,30,1,4,6,1,1
20,1,laptop_stand_1,29,75,3,3,6,1,2
15,1,laptop_stand_1,29,100,3,3,6,1,1
,1,laptop_stand_1,29,125,2,3,5,1,1
10,1,laptop_stand_1,29,40,1,3,6,1,1
,1,laptop_stand_1,29,125,1,3,5,1,1
4,1,laptop_stand_1,29,40,0,3,6,1,1
20,1,laptop_stand_1,29,150,4,3,6,1,1
15,1,laptop_stand_1,29,100,2,3,5,1,1
20,1,laptop_stand_1,29,80,5,3,5,1,1
20,1,laptop_stand_1,29,125,5,3,6,1,1
25,1,laptop_stand_1,29,150,4,3,6,1,1
,1,laptop_stand_1,29,50,1,3,5,2,1
,1,laptop_stand_1,29,100,3,3,6,1,1
,1,laptop_stand_1,29,70,2,3,6,1,4
15,1,laptop_stand_1,29,50,3,3,5,1,1
,1,laptop_stand_1,29,10,0,3,5,1,1
,1,laptop_stand_1,29,120,0,3,5,1,1
10,1,laptop_stand_1,29,80,2,3,6,1,1
,1,laptop_stand_1,29,60,2,3,6,1,1
10,1,laptop_stand_1,29,50,1,3,6,1,1
5,1,laptop_stand_1,29,70,3,3,6,2,1
,1,laptop_stand_1,29,50,1,4,6,2,1
,1,laptop_stand_1,29,50,1,3,6,1,1
10,1,laptop_stand_1,29,50,3,2,6,1,1
15,1,laptop_stand_1,29,140,4,3,6,1,1
,1,laptop_stand_1,29,90,5,3,5,1,1
,1,laptop_stand_1,29,90,2,3,6,1,1
20,1,laptop_stand_1,29,120,2,3,6,2,4
15,1,laptop_stand_1,29,50,2,3,6,1,1
10,1,laptop_stand_1,29,50,2,3,6,1,1
5,1,laptop_stand_1,29,120,3,6,5,2,1
,1,laptop_stand_1,29,100,5,6,6,2,1
15,1,laptop_stand_1,29,60,1,5,5,2,1
18,1,laptop_stand_1,29,100,4,3,6,2,1
,1,laptop_stand_1,29,125,3,3,5,1,1
20,1,laptop_stand_1,29,80,3,3,6,2,1
,1,laptop_stand_1,29,30,2,3,6,1,4
15,1,laptop_stand_1,29,80,2,3,5,2,1
15,1,laptop_stand_1,29,125,1,3,5,2,1
18,1,laptop_stand_1,29,75,3,3,6,2,3
,1,laptop_stand_1,29,45,2,3,6,2,5
,1,laptop_stand_1,29,35,1,3,6,1,2
,1,laptop_stand_1,29,70,2,3,6,1,1
,1,laptop_stand_1,29,75,3,3,6,1,1
,1,laptop_stand_1,29,50,2,3,6,3,5
15,1,laptop_stand_1,29,100,3,2,5,1,1
,1,laptop_stand_1,29,90,2,3,6,1,4
,1,laptop_stand_1,29,100,5,3,5,1,1
15,1,laptop_stand_1,29,120,5,3,5,1,1
25,1,laptop_stand_1,29,50,5,3,6,1,1
,1,laptop_stand_1,29,100,5,3,6,2,1
,1,laptop_stand_1,29,30,2,6,6,1,1
12,1,laptop_stand_1,29,95,1,5,5,2,1
15,1,laptop_stand_1,29,35,3,3,6,2,4
,1,laptop_stand_1,29,120,5,3,5,2,1
10,1,laptop_stand_1,29,75,2,3,6,1,1
15,1,laptop_stand_1,29,50,1,3,6,1,1
20,1,laptop_stand_1,29,50,3,3,6,1,1
15,1,laptop_stand_1,29,125,3,3,6,1,1
10,1,laptop_stand_1,29,50,2,5,6,1,1
,1,laptop_stand_1,29,50,1,2,5,1,1
,1,laptop_stand_1,29,80,1,3,5,1,4
,1,laptop_stand_1,29,110,4,2,6,1,1
20,1,laptop_stand_1,29,100,4,2,6,1,1
,1,laptop_stand_1,29,85,4,3,6,2,1
,1,laptop_stand_1,29,100,5,2,6,1,1
25,1,laptop_stand_1,29,100,9,3,6,1,1
,1,laptop_stand_1,29,80,1,3,5,2,1
,1,laptop_stand_1,29,50,0,2,5,1,1
,1,laptop_stand_1,29,100,5,2,6,1,1
5,1,laptop_stand_1,29,60,3,2,6,1,3
20,1,laptop_stand_1,29,100,5,2,6,1,1
20,1,laptop_stand_1,29,145,4,2,6,1,1
10,1,laptop_stand_1,29,30,2,2,6,1,1
,1,laptop_stand_1,29,90,3,2,6,1,1
15,1,laptop_stand_1,29,100,2,3,5,1,1
,1,laptop_stand_1,29,60,1,2,6,1,1
,1,laptop_stand_1,29,40,3,4,5,2,1
10,1,laptop_stand_1,29,75,2,3,5,1,1
29,1,laptop_stand_1,29,60,9,3,5,1,1
,1,laptop_stand_1,29,5,1,3,5,1,1
20,1,laptop_stand_1,29,100,5,2,6,1,1
,1,laptop_stand_1,29,100,3,2,6,1,3
15,1,laptop_stand_1,29,25,3,2,6,1,1
15,1,laptop_stand_1,29,75,4,3,6,1,1
15,1,laptop_stand_1,29,80,5,3,6,2,1
10,1,laptop_stand_1,29,100,1,3,6,2,1
,1,laptop_stand_1,29,25,2,3,6,1,3
,1,laptop_stand_1,29,150,5,3,6,1,1
,1,laptop_stand_1,29,135,5,3,6,2,1
25,1,laptop_stand_1,29,100,2,3,6,1,1
,1,laptop_stand_1,29,80,3,3,6,1,3
,1,laptop_stand_1,29,50,2,3,6,1,1
